model,kind,reference,task,information_set,sharing,metric,estimate,ci_low,ci_high,samples,clusters
generic_latent_value,metric,,foraging,observable,task_specific,mse,1.4244503695530497,1.193337538601905,1.6823638477237388,2000,59
generic_latent_value,metric,,foraging,observable,task_specific,log_loss,0.7075871457895991,0.6593585988770141,0.7626180254866225,2000,59
generic_latent_value,metric,,foraging,observable,task_specific,brier,0.25360569580491776,0.2315502227064351,0.2786032745796658,2000,59
generic_latent_value,metric,,solvability,observable,task_specific,r_squared,0.024138879764481303,-0.09285273968736199,0.11824900491750209,2000,59
generic_latent_value,metric,,solvability,observable,task_specific,mse,6.535907695436314,5.108575001834635,7.975993508988826,2000,59
generic_latent_value,metric,,solvability,observable,task_specific,log_loss,0.8164447527035151,0.7444762147253402,0.8932604082270579,2000,59
generic_latent_value,metric,,solvability,observable,task_specific,brier,0.30495032052474746,0.27174684498629664,0.33996341994872936,2000,59
generic_latent_value,metric,,macro,observable,task_specific,r_squared,0.07834976161521223,0.023909275856570555,0.12582198209819365,2000,196
generic_latent_value,metric,,macro,observable,task_specific,mse,3.3107862761597864,2.8056592001023715,3.8292187159347986,2000,196
generic_latent_value,metric,,macro,observable,task_specific,log_loss,0.7028167485126937,0.6572351719116354,0.7516894228403127,2000,196
generic_latent_value,metric,,macro,observable,task_specific,brier,0.24036266265715467,0.2235531924792627,0.2589030970297511,2000,196
flexible_linear,metric,,bandit,observable,task_specific,r_squared,0.8114454338314038,0.7663229862293923,0.8491770082418236,2000,78
flexible_linear,metric,,bandit,observable,task_specific,mse,0.43449724581642046,0.3662682099189838,0.5084576943476995,2000,78
flexible_linear,metric,,bandit,observable,task_specific,log_loss,0.4373615137176564,0.33821643479774505,0.5710085760450401,2000,78
flexible_linear,metric,,bandit,observable,task_specific,brier,0.13368230208820203,0.10638192749137572,0.16627319568159732,2000,78
flexible_linear,metric,,foraging,observable,task_specific,r_squared,0.8411135934210583,0.8016512501217065,0.8721919348179805,2000,59
flexible_linear,metric,,foraging,observable,task_specific,mse,0.24092243657961562,0.1996118908794567,0.2844051574152203,2000,59
flexible_linear,metric,,foraging,observable,task_specific,log_loss,0.6409322377363218,0.522571630506025,0.78188388077198,2000,59
flexible_linear,metric,,foraging,observable,task_specific,brier,0.22059051158669318,0.17564029927630206,0.2729327247487619,2000,59
flexible_linear,metric,,solvability,observable,task_specific,r_squared,0.8612810198356519,0.8271858750966644,0.8876959651756535,2000,59
flexible_linear,metric,,solvability,observable,task_specific,mse,0.9282302685511507,0.7687239071129257,1.1056899186340987,2000,59
