heldout_task,model,sharing,requested_pairs,adaptation_pairs,adaptation_recorded_episodes,macro_log_loss,macro_brier,macro_auc,state_weighted_log_loss,episode_weighted_log_loss,tasks,states
partial_reinforcement,finite_history,fully_shared,8,8,16,0.600908410028239,0.206058206265938,0.7083333333333333,0.6009084100282391,0.635085165416307,1,20
partial_reinforcement,finite_history,fully_shared,16,16,32,0.630377352653872,0.220200741227092,0.625,0.630377352653872,0.7207520346432271,1,20
partial_reinforcement,finite_history,fully_shared,32,22,44,0.612562432923478,0.213207526095883,0.625,0.612562432923478,0.6765987706403903,1,20
partial_reinforcement,finite_history,hierarchical,0,0,0,0.525964753406078,0.170460949937417,0.9166666666666667,0.5259647534060778,0.5554491483241377,1,20
partial_reinforcement,finite_history,hierarchical,1,1,2,1.602684445319844,0.384747707238503,0.9583333333333334,1.6026844453198437,1.3365375071869032,1,20
partial_reinforcement,finite_history,hierarchical,4,4,8,0.654690326114233,0.227629210819978,0.9166666666666667,0.6546903261142327,0.6766476040026568,1,20
partial_reinforcement,finite_history,hierarchical,8,8,16,0.590509473451899,0.204329686952478,0.9166666666666667,0.5905094734518991,0.5839919326402002,1,20
partial_reinforcement,finite_history,hierarchical,16,16,32,0.556602910947084,0.186978889547166,0.9166666666666667,0.5566029109470845,0.6753381471208351,1,20
partial_reinforcement,finite_history,hierarchical,32,22,44,0.524912605667631,0.177215202881723,0.9166666666666667,0.5249126056676314,0.5758988378498558,1,20
partial_reinforcement,dual_history,fully_shared,0,0,0,0.906492084410676,0.340576559306486,0.7083333333333334,0.9064920844106755,1.0197673159282978,1,20
partial_reinforcement,dual_history,fully_shared,1,1,2,0.889190532464179,0.312147839440906,0.49999999999999994,0.8891905324641789,0.7810955640520163,1,20
partial_reinforcement,dual_history,fully_shared,4,4,8,0.643107110325913,0.22334251919561,0.75,0.6431071103259125,0.6980977003992538,1,20
partial_reinforcement,dual_history,fully_shared,8,8,16,0.64961245614713,0.227930301001841,0.75,0.6496124561471305,0.6985627523990448,1,20
partial_reinforcement,dual_history,fully_shared,16,16,32,0.65978447983652,0.23131991513674,0.7083333333333334,0.6597844798365201,0.717269982312137,1,20
partial_reinforcement,dual_history,fully_shared,32,22,44,0.662649805152139,0.232481202509825,0.75,0.6626498051521389,0.7207998266355284,1,20
partial_reinforcement,dual_history,hierarchical,0,0,0,0.968772301810852,0.363135747861979,0.6666666666666666,0.9687723018108517,1.0997765578320542,1,20
partial_reinforcement,dual_history,hierarchical,1,1,2,1.355737627222617,0.372755406497718,0.5833333333333334,1.3557376272226171,1.1393200109644512,1,20
partial_reinforcement,dual_history,hierarchical,4,4,8,0.662916016772592,0.226172404169723,0.6666666666666666,0.6629160167725925,0.7413133507602266,1,20
partial_reinforcement,dual_history,hierarchical,8,8,16,0.650056202557801,0.223765130939673,0.8333333333333334,0.6500562025578007,0.7258154156691804,1,20
partial_reinforcement,dual_history,hierarchical,16,16,32,0.662383727102396,0.227888702723844,0.75,0.662383727102396,0.7474822418013778,1,20
partial_reinforcement,dual_history,hierarchical,32,22,44,0.661792459483299,0.225915076586856,0.8333333333333334,0.6617924594832989,0.7508183505021785,1,20
partial_reinforcement,latent_commitment,fully_shared,0,0,0,0.940232547886022,0.357657563040316,0.5,0.9402325478860215,1.0167118999399756,1,20
partial_reinforcement,latent_commitment,fully_shared,1,1,2,0.952983991864464,0.321825775132313,0.33333333333333337,0.952983991864464,0.8225845440185277,1,20
partial_reinforcement,latent_commitment,fully_shared,4,4,8,0.687222782211623,0.246736683676643,0.5833333333333334,0.6872227822116227,0.6701977081960723,1,20
partial_reinforcement,latent_commitment,fully_shared,8,8,16,0.696678279983141,0.251483220694611,0.4583333333333333,0.6966782799831414,0.6860015056366819,1,20
partial_reinforcement,latent_commitment,fully_shared,16,16,32,0.695193999599881,0.251002518920086,0.5833333333333334,0.6951939995998808,0.6932135952680559,1,20
partial_reinforcement,latent_commitment,fully_shared,32,22,44,0.701047199177154,0.253925831144089,0.4583333333333333,0.7010471991771541,0.7023989102897641,1,20
partial_reinforcement,latent_commitment,hierarchical,0,0,0,0.856648976403154,0.324327143378361,0.5833333333333334,0.856648976403154,0.9205266787174816,1,20
partial_reinforcement,latent_commitment,hierarchical,1,1,2,1.343576685554295,0.371835838411913,0.75,1.343576685554295,1.1273238119332538,1,20
partial_reinforcement,latent_commitment,hierarchical,4,4,8,0.469326590200894,0.156813129944114,0.8333333333333333,0.46932659020089396,0.5115305657469099,1,20
