episode_id,state_id,split,round,previous_outcome,cumulative_score,persistence_logit,q_A,q_B,q_STOP,continuation_advantage,best_forced_action,q_A_standard_error,q_B_standard_error,paired_A_minus_B_standard_error,rollouts_per_action,returns_A,returns_B
seed-12529-pa-0.65-pb-0.35,seed-12529-pa-0.65-pb-0.35:1,test,1,3,3.0,4.42870067827652,43.4,8.2,0.0,43.4,A,15.1439023299075,4.673328578219169,13.78066278038421,10,"[19.0,13.0,4.0,68.0,12.0,112.0,2.0,117.0,-2.0,89.0]","[9.0,8.0,-1.0,4.0,3.0,47.0,7.0,-6.0,-2.0,13.0]"
seed-12410-pa-0.65-pb-0.20,seed-12410-pa-0.65-pb-0.20:3,test,3,3,4.0,2.6368710061149017,33.8,-0.9,0.0,33.8,A,16.732403692635835,5.106531764971864,18.363036543859273,10,"[5.0,7.0,25.0,121.0,-6.0,6.0,-2.0,121.0,-18.0,79.0]","[-5.0,2.0,2.0,-10.0,-6.0,6.0,-2.0,-29.0,-3.0,36.0]"
seed-12129-pa-0.65-pb-0.35,seed-12129-pa-0.65-pb-0.35:5,test,5,3,10.0,4.96393946547494,63.3,25.1,0.0,63.3,A,14.774640435557137,12.209695600901222,18.61528643048204,10,"[11.0,5.0,85.0,95.0,30.0,145.0,37.0,60.0,45.0,120.0]","[11.0,15.0,-2.0,-4.0,1.0,-10.0,75.0,60.0,5.0,100.0]"
seed-12264-pa-0.20-pb-0.65,seed-12264-pa-0.20-pb-0.65:2,test,2,-2,-4.0,0.1004126516016477,5.1,6.1,0.0,6.1,B,2.601068156653253,2.794637722496424,4.276551050658567,10,"[-2.0,5.0,5.0,19.0,6.0,-1.0,20.0,-2.0,3.0,-2.0]","[3.0,27.0,5.0,-4.0,3.0,-1.0,4.0,6.0,3.0,15.0]"
seed-12115-pa-0.35-pb-0.35,seed-12115-pa-0.35-pb-0.35:6,test,6,3,8.0,2.701413277982752,-14.9,-13.8,0.0,-13.8,B,7.128113354878695,7.4263794079693435,3.649809736289155,10,"[-53.0,15.0,-38.0,-2.0,-4.0,3.0,-28.0,3.0,-7.0,-38.0]","[-53.0,15.0,-43.0,-2.0,-4.0,3.0,-43.0,3.0,-7.0,-7.0]"
seed-12340-pa-0.65-pb-0.65,seed-12340-pa-0.65-pb-0.65:9,test,9,3,12.0,4.328889734292549,51.1,67.1,0.0,67.1,B,15.720793024950531,13.088969062195506,11.381271165091064,10,"[118.0,103.0,6.0,3.0,46.0,14.0,108.0,14.0,98.0,1.0]","[113.0,103.0,14.0,93.0,51.0,9.0,103.0,14.0,93.0,78.0]"
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:10,test,10,3,15.0,4.52975041827262,69.8,59.5,0.0,69.8,A,12.547509713086496,12.095224034487513,7.278659827804078,10,"[105.0,110.0,7.0,105.0,85.0,64.0,3.0,95.0,44.0,80.0]","[110.0,95.0,2.0,32.0,80.0,69.0,-2.0,85.0,49.0,75.0]"
seed-12324-pa-0.65-pb-0.65,seed-12324-pa-0.65-pb-0.65:14,test,14,3,22.0,4.929882179158078,68.9,70.9,0.0,70.9,B,14.691985721625391,15.245727999089521,15.968719422671311,10,"[123.0,9.0,15.0,20.0,93.0,108.0,22.0,103.0,113.0,83.0]","[123.0,-2.0,25.0,118.0,-5.0,93.0,78.0,93.0,113.0,73.0]"
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:14,test,14,3,12.0,4.436967589003199,31.2,32.2,0.0,32.2,B,8.171495171223766,8.05922521779303,8.538800332078921,10,"[-7.0,58.0,8.0,48.0,14.0,-1.0,43.0,68.0,43.0,38.0]","[-7.0,-1.0,8.0,43.0,19.0,53.0,48.0,68.0,43.0,48.0]"
seed-12324-pa-0.65-pb-0.65,seed-12324-pa-0.65-pb-0.65:11,test,11,3,18.0,3.392675057605601,53.3,51.0,0.0,53.3,A,14.546515428483588,15.38686308366834,10.103959619871805,10,"[112.0,78.0,-1.0,44.0,87.0,21.0,12.0,2.0,51.0,127.0]","[107.0,117.0,16.0,44.0,3.0,21.0,12.0,17.0,41.0,132.0]"
seed-12379-pa-0.35-pb-0.50,seed-12379-pa-0.35-pb-0.50:11,test,11,3,3.0,3.8132616875182244,-1.3,-3.6,0.0,-1.3,A,5.678517020803544,7.20370275159472,2.551905606056427,10,"[1.0,-6.0,-13.0,-18.0,32.0,-33.0,7.0,-3.0,7.0,13.0]","[1.0,-16.0,-8.0,-18.0,42.0,-48.0,-3.0,2.0,7.0,5.0]"
seed-12194-pa-0.50-pb-0.50,seed-12194-pa-0.50-pb-0.50:12,test,12,3,11.0,4.017675057605601,29.6,28.2,0.0,29.6,A,7.301750170716303,5.769267236351983,5.249761899362675,10,"[44.0,34.0,84.0,19.0,13.0,34.0,6.0,24.0,5.0,33.0]","[3.0,29.0,71.0,29.0,18.0,39.0,11.0,29.0,25.0,28.0]"
seed-12433-pa-0.65-pb-0.35,seed-12433-pa-0.65-pb-0.35:12,test,12,3,11.0,4.112822278771571,35.9,48.8,0.0,48.8,B,12.763184903811778,13.950547579854268,8.766666666666666,10,"[27.0,32.0,20.0,21.0,3.0,129.0,-4.0,82.0,11.0,38.0]","[27.0,27.0,11.0,62.0,-2.0,129.0,-6.0,77.0,79.0,84.0]"
seed-12478-pa-0.65-pb-0.50,seed-12478-pa-0.65-pb-0.50:17,test,17,3,26.0,4.518149927917811,76.9,82.0,0.0,82.0,B,13.685718427941183,13.101314607490517,8.668525441696143,10,"[9.0,98.0,114.0,114.0,25.0,12.0,104.0,103.0,89.0,101.0]","[14.0,124.0,109.0,114.0,94.0,7.0,69.0,109.0,74.0,106.0]"
seed-12496-pa-0.20-pb-0.50,seed-12496-pa-0.20-pb-0.50:18,test,18,3,-1.0,4.100412651601648,-16.3,-13.4,0.0,-13.4,B,6.086506021976447,7.532448325596251,2.7626476833324625,10,"[-54.0,-39.0,-2.0,-2.0,1.0,-10.0,-12.0,-34.0,-12.0,1.0]","[-59.0,-39.0,3.0,-2.0,21.0,4.0,-7.0,-34.0,-12.0,-9.0]"
seed-12340-pa-0.65-pb-0.65,seed-12340-pa-0.65-pb-0.65:18,test,18,3,34.0,4.648245464372426,69.4,94.9,0.0,94.9,B,14.631169164188865,10.702491921666343,14.578713553976183,10,"[106.0,50.0,5.0,96.0,13.0,91.0,116.0,111.0,5.0,101.0]","[106.0,111.0,10.0,91.0,81.0,86.0,111.0,116.0,136.0,101.0]"
seed-12478-pa-0.65-pb-0.50,seed-12478-pa-0.65-pb-0.50:22,test,22,3,26.0,4.891034256080317,60.6,76.9,0.0,76.9,B,8.344259503794609,6.86286302419689,7.889585258779801,10,"[70.0,37.0,80.0,35.0,57.0,61.0,25.0,94.0,43.0,104.0]","[75.0,42.0,84.0,104.0,52.0,66.0,79.0,94.0,64.0,109.0]"
seed-12247-pa-0.50-pb-0.65,seed-12247-pa-0.50-pb-0.65:5,test,5,-2,5.0,1.6882616875182244,16.3,29.0,0.0,29.0,B,10.057667058849516,14.767080505863934,12.231153302575809,10,"[-2.0,35.0,-11.0,-1.0,12.0,13.0,5.0,100.0,6.0,6.0]","[0.0,35.0,-11.0,7.0,12.0,135.0,10.0,90.0,6.0,6.0]"
seed-12478-pa-0.65-pb-0.50,seed-12478-pa-0.65-pb-0.50:31,test,31,3,33.0,4.389163456931506,52.1,58.4,0.0,58.4,B,10.63688550908269,11.542385657508877,11.684795438707708,10,"[-5.0,57.0,97.0,77.0,32.0,47.0,87.0,52.0,72.0,5.0]","[0.0,62.0,97.0,77.0,87.0,-3.0,92.0,52.0,38.0,82.0]"
seed-12433-pa-0.65-pb-0.35,seed-12433-pa-0.65-pb-0.35:19,test,19,3,17.0,5.392675057605601,61.6,43.1,0.0,61.6,A,11.454450857393576,15.399458864951498,9.69106117340442,10,"[73.0,48.0,23.0,73.0,123.0,23.0,51.0,108.0,16.0,78.0]","[43.0,53.0,-37.0,-12.0,123.0,23.0,51.0,103.0,16.0,68.0]"
seed-12129-pa-0.65-pb-0.35,seed-12129-pa-0.65-pb-0.35:28,test,28,3,49.0,4.5380413716877825,48.6,49.0,0.0,49.0,B,12.113536963982806,9.859006035092989,3.3239868966181088,10,"[56.0,51.0,26.0,12.0,24.0,-7.0,121.0,91.0,71.0,41.0]","[51.0,61.0,31.0,26.0,24.0,-2.0,96.0,91.0,71.0,41.0]"
seed-12084-pa-0.65-pb-0.65,seed-12084-pa-0.65-pb-0.65:36,test,36,3,68.0,4.641034256080317,68.5,58.8,0.0,68.5,A,9.57688188643186,12.124172365796998,6.670082458260916,10,"[82.0,77.0,-7.0,66.0,57.0,97.0,67.0,62.0,102.0,82.0]","[82.0,82.0,-7.0,66.0,13.0,92.0,14.0,67.0,107.0,72.0]"
