task,manipulation,split,layer,mean_functional_effect,mean_absolute_effect,effect_sd,positive_fraction,pairs,readout_task
solvability,progress_evidence,test,23,2.5581138152735856,2.5581138152735856,1.0602697575056523,1.0,46,solvability
solvability,progress_evidence,train,23,2.394818037772037,2.394818037772037,1.1219367263407698,1.0,308,solvability
solvability,progress_evidence,validation,23,2.618474537264882,2.618474537264882,1.1770220028503082,1.0,38,solvability
solvability,progress_evidence,test,24,2.5555874088473876,2.5555874088473876,1.0574132062784265,1.0,46,solvability
solvability,progress_evidence,train,24,2.3930725934029957,2.3930725934029957,1.1265841694249563,1.0,308,solvability
solvability,progress_evidence,validation,24,2.610513334139352,2.610513334139352,1.185850126061114,1.0,38,solvability
solvability,progress_evidence,test,25,2.542201099448398,2.542201099448398,1.0723384255836033,1.0,46,solvability
solvability,progress_evidence,train,25,2.3914368503337404,2.3914368503337404,1.1282921310096048,1.0,308,solvability
solvability,progress_evidence,validation,25,2.608100304658674,2.608100304658674,1.1924950332797977,1.0,38,solvability
solvability,progress_evidence,test,26,2.5494652894986176,2.5494652894986176,1.0661164822566616,1.0,46,solvability
solvability,progress_evidence,train,26,2.3845049193533194,2.3845049193533194,1.1255305387420378,1.0,308,solvability
solvability,progress_evidence,validation,26,2.6208942329909717,2.6208942329909717,1.192084664978189,1.0,38,solvability
solvability,progress_evidence,test,27,2.5655563707121574,2.5655563707121574,1.0331824672079428,1.0,46,solvability
solvability,progress_evidence,train,27,2.396944403402288,2.396944403402288,1.1051974462600758,1.0,308,solvability
solvability,progress_evidence,validation,27,2.614368751566719,2.614368751566719,1.1866877909315972,1.0,38,solvability
solvability,progress_evidence,test,28,2.558002990008317,2.558002990008317,1.0562158739205525,1.0,46,solvability
solvability,progress_evidence,train,28,2.3960148720260306,2.3960148720260306,1.1131998919691966,1.0,308,solvability
solvability,progress_evidence,validation,28,2.624288390188351,2.624288390188351,1.1598091286106862,1.0,38,solvability
solvability,progress_evidence,test,29,2.5644406711032213,2.5644406711032213,1.0630892679556811,1.0,46,solvability
solvability,progress_evidence,train,29,2.4008362122148226,2.4008362122148226,1.1210143839148523,1.0,308,solvability
solvability,progress_evidence,validation,29,2.634478431392273,2.634478431392273,1.1636380831483064,1.0,38,solvability
solvability,progress_evidence,test,30,2.5558696224956226,2.5558696224956226,1.06971818590684,1.0,46,solvability
solvability,progress_evidence,train,30,2.4055674837854895,2.4055674837854895,1.1146725386502379,1.0,308,solvability
solvability,progress_evidence,validation,30,2.6124708187588737,2.616687612844251,1.1794512848247671,0.9736842105263158,38,solvability
solvability,progress_evidence,test,31,2.556421471481564,2.556421471481564,1.0595570986001968,1.0,46,solvability
solvability,progress_evidence,train,31,2.408603793398306,2.408603793398306,1.1091850251277537,1.0,308,solvability
solvability,progress_evidence,validation,31,2.591744495037388,2.591744495037388,1.200050100866991,1.0,38,solvability
